"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57"
"116","2","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","3","2","1","2","3","4","6","4","3","7","7","1","8","3","1"
"117","2","1","1","2","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","4","1","4","3","2","4","1","1","2","7","7","6","8","1","7","3"
"118","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","3","2","1","2","2","2","2","1","3","2","1","2","8","5","1","4"
"119","2","1","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","3","5","7","4","8","7","2","5","6"
"120","2","1","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","2","2","1","1","1","3","2","3","4","1","2","7","8","6","3","5","8","5","4","3"
"121","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","3","2","2","4","3","2","4","1","8","7","3","3","2","5","4","8","6"
"122","1","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","4","3","3","3","1","2","4","7","4","2","5","8","7","4","7","8"
"123","2","1","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","3","3","3","3","4","2","1","3","3","8","2","5","7","4","1","6","7"
"124","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","4","3","4","2","3","4","1","2","2","1","2","7","1","5","8","3","6"
"125","1","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","3","2","4","4","1","3","2","2","5","6","2","7","1","6","1","3"
"126","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","3","1","3","3","4","2","1","3","1","2","7","8","1","3","6","2","1"
"127","1","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","3","4","3","4","1","4","2","3","6","7","4","5","7","8","2","1","6"
"128","2","2","1","1","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","4","1","1","1","1","1","1","4","5","6","8","5","1","1","2"
