"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107"
"11","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1"
"12","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1"
"13","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2"
"14","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2"
"15","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2"
"16","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1"
"17","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1"
"18","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1"
"19","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2"
"20","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2"
"21","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2"
"22","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1"
"23","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1"
"24","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1"
"25","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1"
"26","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2"
"27","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2"
"28","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1"
"29","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2"
"30","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2"
"31","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2"
"32","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1"
"33","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1"
"34","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1"
"35","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2"
"36","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2"
"37","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2"
"38","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1"
"39","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1"
"40","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1"
"41","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2"
"42","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1"
"43","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1"
"44","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1"
"45","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2"
"46","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2"
"47","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1"
"48","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2"
"49","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2"
"50","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1"
"51","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1"
"52","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1"
"53","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2"
"54","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2"
"55","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1"
"56","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1"
"57","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2"
"58","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2"
"59","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"60","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1"
"61","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2"
